Serial_Num (N/A),Season (Year),Name (N/A),ISO_time,day,month,hour,Nature (N/A),Latitude (deg_north),Longitude (deg_east),Wind(WMO) (kt),Pres(WMO) (mb),Wind(WMO) Percentile (%),Pres(WMO) Percentile (%),Intensity
2002265N10315,2002,LILI,2002-10-01 18:00:00,1,10,18, TS,22.4,-84.4,90,971,88.589,87.654,Medium
2002265N10315,2002,LILI,2002-10-02 00:00:00,2,10,0, TS,23.0,-85.7,90,967,88.589,90.077,Medium
2002265N10315,2002,LILI,2002-10-02 06:00:00,2,10,6, TS,23.6,-87.2,100,962,92.583,91.865,Medium
2002265N10315,2002,LILI,2002-10-02 12:00:00,2,10,12, TS,24.4,-88.3,110,952,95.324,95.096,Medium
2002265N10315,2002,LILI,2002-10-02 18:00:00,2,10,18, TS,25.4,-89.5,120,941,97.707,97.795,Medium
2002265N10315,2002,LILI,2002-10-02 20:13:00,2,10,20, TS,25.9,-89.9,125,938,98.402,98.211,High
2002265N10315,2002,LILI,2002-10-03 00:00:00,3,10,0, TS,26.7,-90.3,125,940,98.402,97.935,High
2002265N10315,2002,LILI,2002-10-03 06:00:00,3,10,6, TS,28.1,-91.4,105,957,94.418,93.856,Medium
2002265N10315,2002,LILI,2002-10-03 12:00:00,3,10,12, TS,29.2,-92.1,80,962,84.517,91.865,Medium
2002265N10315,2002,LILI,2002-10-03 13:00:00,3,10,13, TS,29.5,-92.2,80,963,84.517,91.626,Medium
2002265N10315,2002,LILI,2002-10-03 18:00:00,3,10,18, TS,30.5,-92.4,60,976,68.918,84.711,Medium
2002265N10315,2002,LILI,2002-10-04 00:00:00,4,10,0, TS,31.9,-92.1,40,985,42.219,77.05,Low
2002265N10315,2002,LILI,2002-10-04 06:00:00,4,10,6, TS,33.5,-91.4,30,994,17.062,64.461,Low
2002265N10315,2002,LILI,2002-10-04 12:00:00,4,10,12, TS,35.8,-90.0,25,997,4.702,58.621,Low
2002288N17277,2002,NOT NAMED,2002-10-14 12:00:00,14,10,12, TS,16.9,-82.6,30,1008,17.062,16.249,Low
2002288N17277,2002,NOT NAMED,2002-10-14 18:00:00,14,10,18, TS,17.2,-83.1,30,1005,17.062,31.62,Low
2002288N17277,2002,NOT NAMED,2002-10-15 00:00:00,15,10,0, TS,17.1,-83.2,30,1004,17.062,37.625,Low
2002288N17277,2002,NOT NAMED,2002-10-15 06:00:00,15,10,6, TS,17.5,-83.0,30,1004,17.062,37.625,Low
2002288N17277,2002,NOT NAMED,2002-10-15 12:00:00,15,10,12, TS,17.9,-82.8,30,1004,17.062,37.625,Low
2002288N17277,2002,NOT NAMED,2002-10-15 18:00:00,15,10,18, TS,18.6,-82.5,30,1002,17.062,44.581,Low
2002288N17277,2002,NOT NAMED,2002-10-16 00:00:00,16,10,0, TS,19.7,-82.2,30,1003,17.062,41.251,Low
2002288N17277,2002,NOT NAMED,2002-10-16 06:00:00,16,10,6, TS,20.5,-81.6,30,1003,17.062,41.251,Low
2002288N17277,2002,NOT NAMED,2002-10-16 12:00:00,16,10,12, TS,21.5,-81.0,30,1005,17.062,31.62,Low
2002288N17277,2002,NOT NAMED,2002-10-16 18:00:00,16,10,18, TS,22.4,-80.5,25,1006,4.702,26.65,Low
2003108N29294,2003,ANA,2003-04-18 00:00:00,18,4,0, ET,29.1,-66.2,30,1008,17.062,16.249,Low
2003108N29294,2003,ANA,2003-04-18 06:00:00,18,4,6, ET,29.9,-66.0,30,1008,17.062,16.249,Low
2003108N29294,2003,ANA,2003-04-18 12:00:00,18,4,12, ET,30.8,-65.8,30,1008,17.062,16.249,Low
2003108N29294,2003,ANA,2003-04-18 18:00:00,18,4,18, ET,31.9,-66.3,30,1007,17.062,21.627,Low
2003108N29294,2003,ANA,2003-04-19 00:00:00,19,4,0, ET,33.0,-66.9,30,1007,17.062,21.627,Low
2003108N29294,2003,ANA,2003-04-19 06:00:00,19,4,6, ET,33.8,-67.6,35,1006,32.179,26.65,Low
2003108N29294,2003,ANA,2003-04-19 12:00:00,19,4,12, ET,34.5,-68.6,35,1006,32.179,26.65,Low
2003108N29294,2003,ANA,2003-04-19 18:00:00,19,4,18, ET,34.3,-69.1,35,1006,32.179,26.65,Low
2003108N29294,2003,ANA,2003-04-20 00:00:00,20,4,0, ET,33.6,-69.0,40,1005,42.219,31.62,Low
2003108N29294,2003,ANA,2003-04-20 06:00:00,20,4,6, SS,32.7,-68.9,40,1003,42.219,41.251,Low
2003108N29294,2003,ANA,2003-04-20 12:00:00,20,4,12, SS,32.0,-68.2,45,1000,49.669,49.967,Low
2003108N29294,2003,ANA,2003-04-20 18:00:00,20,4,18, SS,31.7,-67.3,45,998,49.669,56.725,Low
2003108N29294,2003,ANA,2003-04-21 00:00:00,21,4,0, TS,31.4,-66.4,50,995,57.844,62.326,Low
2003108N29294,2003,ANA,2003-04-21 06:00:00,21,4,6, TS,30.6,-65.8,50,995,57.844,62.326,Low
2003108N29294,2003,ANA,2003-04-21 12:00:00,21,4,12, TS,30.0,-64.8,50,995,57.844,62.326,Low
2003108N29294,2003,ANA,2003-04-21 18:00:00,21,4,18, TS,29.4,-63.1,50,994,57.844,64.461,Low
2003108N29294,2003,ANA,2003-04-22 00:00:00,22,4,0, TS,29.4,-61.5,50,994,57.844,64.461,Low
2003108N29294,2003,ANA,2003-04-22 06:00:00,22,4,6, TS,29.5,-60.1,50,994,57.844,64.461,Low
2003108N29294,2003,ANA,2003-04-22 12:00:00,22,4,12, TS,29.6,-58.5,45,995,49.669,62.326,Low
2003108N29294,2003,ANA,2003-04-22 18:00:00,22,4,18, TS,29.7,-56.6,45,996,49.669,61.036,Low
2003108N29294,2003,ANA,2003-04-23 00:00:00,23,4,0, TS,30.0,-54.7,40,998,42.219,56.725,Low
2003108N29294,2003,ANA,2003-04-23 06:00:00,23,4,6, TS,30.6,-53.0,40,1000,42.219,49.967,Low
2003108N29294,2003,ANA,2003-04-23 12:00:00,23,4,12, TS,31.4,-51.5,40,1000,42.219,49.967,Low
2003108N29294,2003,ANA,2003-04-23 18:00:00,23,4,18, TS,31.9,-50.6,35,1001,32.179,47.972,Low
2003108N29294,2003,ANA,2003-04-24 00:00:00,24,4,0, TS,32.1,-49.6,35,1003,32.179,41.251,Low
2003108N29294,2003,ANA,2003-04-24 06:00:00,24,4,6, ET,32.0,-48.7,35,1004,32.179,37.625,Low
2003108N29294,2003,ANA,2003-04-24 12:00:00,24,4,12, ET,31.8,-47.8,35,1005,32.179,31.62,Low
2003108N29294,2003,ANA,2003-04-24 18:00:00,24,4,18, ET,31.5,-46.6,35,1005,32.179,31.62,Low
2003108N29294,2003,ANA,2003-04-25 00:00:00,25,4,0, ET,31.5,-45.4,35,1005,32.179,31.62,Low
2003108N29294,2003,ANA,2003-04-25 06:00:00,25,4,6, ET,31.6,-44.2,35,1004,32.179,37.625,Low
2003108N29294,2003,ANA,2003-04-25 12:00:00,25,4,12, ET,31.7,-43.1,30,1003,17.062,41.251,Low
2003108N29294,2003,ANA,2003-04-25 18:00:00,25,4,18, ET,31.8,-42.1,30,1004,17.062,37.625,Low
2003108N29294,2003,ANA,2003-04-26 00:00:00,26,4,0, ET,31.9,-40.8,30,1005,17.062,31.62,Low
2003108N29294,2003,ANA,2003-04-26 06:00:00,26,4,6, ET,32.3,-38.4,35,1002,32.179,44.581,Low
2003108N29294,2003,ANA,2003-04-26 12:00:00,26,4,12, ET,32.9,-35.6,35,1002,32.179,44.581,Low
2003108N29294,2003,ANA,2003-04-26 18:00:00,26,4,18, ET,33.6,-32.8,40,1002,42.219,44.581,Low
2003108N29294,2003,ANA,2003-04-27 00:00:00,27,4,0, ET,34.4,-29.2,40,1002,42.219,44.581,Low
2003108N29294,2003,ANA,2003-04-27 06:00:00,27,4,6, ET,35.3,-25.8,40,999,42.219,55.048,Low
2003108N29294,2003,ANA,2003-04-27 12:00:00,27,4,12, ET,36.1,-22.4,40,1000,42.219,49.967,Low
2003162N10319,2003,NOT NAMED,2003-06-11 00:00:00,11,6,0, TS,9.5,-40.8,30,1009,17.062,9.96,Low
2003162N10319,2003,NOT NAMED,2003-06-11 06:00:00,11,6,6, TS,9.6,-42.5,30,1008,17.062,16.249,Low
2003162N10319,2003,NOT NAMED,2003-06-11 12:00:00,11,6,12, TS,9.7,-44.2,30,1008,17.062,16.249,Low
2003162N10319,2003,NOT NAMED,2003-06-11 18:00:00,11,6,18, TS,9.7,-45.9,30,1010,17.062,5.605,Low
2003179N20271,2003,BILL,2003-06-28 06:00:00,28,6,6, DS,19.5,-89.0,20,1009,0.857,9.96,Low
2003179N20271,2003,BILL,2003-06-28 12:00:00,28,6,12, DS,20.0,-89.3,20,1008,0.857,16.249,Low
2003179N20271,2003,BILL,2003-06-28 18:00:00,28,6,18, DS,20.3,-89.4,20,1008,0.857,16.249,Low
2003179N20271,2003,BILL,2003-06-29 00:00:00,29,6,0, DS,21.0,-89.8,20,1008,0.857,16.249,Low
2003179N20271,2003,BILL,2003-06-29 06:00:00,29,6,6, TS,22.0,-90.0,30,1007,17.062,21.627,Low
2003179N20271,2003,BILL,2003-06-29 12:00:00,29,6,12, TS,23.4,-90.5,35,1007,32.179,21.627,Low
2003179N20271,2003,BILL,2003-06-29 18:00:00,29,6,18, TS,24.6,-91.1,40,1009,42.219,9.96,Low
2003179N20271,2003,BILL,2003-06-30 00:00:00,30,6,0, TS,25.9,-91.3,45,1008,49.669,16.249,Low
2003179N20271,2003,BILL,2003-06-30 06:00:00,30,6,6, TS,27.1,-91.5,45,1007,49.669,21.627,Low
2003179N20271,2003,BILL,2003-06-30 12:00:00,30,6,12, TS,28.2,-91.5,50,1002,57.844,44.581,Low
2003179N20271,2003,BILL,2003-06-30 18:00:00,30,6,18, TS,29.1,-91.0,50,997,57.844,58.621,Low
2003179N20271,2003,BILL,2003-06-30 19:00:00,30,6,19, TS,29.3,-91.0,50,997,57.844,58.621,Low
2003179N20271,2003,BILL,2003-07-01 00:00:00,1,7,0, TS,30.4,-90.3,45,998,49.669,56.725,Low
2003179N20271,2003,BILL,2003-07-01 06:00:00,1,7,6, TS,31.6,-89.3,30,1003,17.062,41.251,Low
2003179N20271,2003,BILL,2003-07-01 12:00:00,1,7,12, TS,32.7,-88.4,25,1004,4.702,37.625,Low
2003179N20271,2003,BILL,2003-07-01 18:00:00,1,7,18, TS,33.6,-87.0,20,1007,0.857,21.627,Low
2003179N20271,2003,BILL,2003-07-02 00:00:00,2,7,0, TS,34.1,-86.0,20,1007,0.857,21.627,Low
2003179N20271,2003,BILL,2003-07-02 06:00:00,2,7,6, TS,35.0,-84.5,20,1007,0.857,21.627,Low
2003179N20271,2003,BILL,2003-07-02 12:00:00,2,7,12, TS,35.6,-83.5,20,1009,0.857,9.96,Low
2003179N20271,2003,BILL,2003-07-02 18:00:00,2,7,18, ET,36.5,-82.0,20,1009,0.857,9.96,Low
2003179N20271,2003,BILL,2003-07-03 00:00:00,3,7,0, ET,37.3,-79.5,20,1009,0.857,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-07 00:00:00,7,7,0, DS,11.1,-53.5,25,1010,4.702,5.605,Low
2003188N11307,2003,CLAUDETTE,2003-07-07 06:00:00,7,7,6, DS,11.8,-55.3,30,1010,17.062,5.605,Low
2003188N11307,2003,CLAUDETTE,2003-07-07 12:00:00,7,7,12, DS,12.6,-57.5,30,1010,17.062,5.605,Low
2003188N11307,2003,CLAUDETTE,2003-07-07 18:00:00,7,7,18, DS,13.2,-59.8,35,1010,32.179,5.605,Low
2003188N11307,2003,CLAUDETTE,2003-07-08 00:00:00,8,7,0, DS,13.7,-62.0,35,1009,32.179,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-08 06:00:00,8,7,6, DS,14.0,-64.8,40,1009,42.219,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-08 12:00:00,8,7,12, DS,14.4,-67.6,40,1009,42.219,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-08 18:00:00,8,7,18, TS,14.8,-70.0,45,1006,49.669,26.65,Low
2003188N11307,2003,CLAUDETTE,2003-07-09 00:00:00,9,7,0, TS,15.0,-72.0,50,1001,57.844,47.972,Low
2003188N11307,2003,CLAUDETTE,2003-07-09 06:00:00,9,7,6, TS,15.1,-74.4,60,1003,68.918,41.251,Low
2003188N11307,2003,CLAUDETTE,2003-07-09 12:00:00,9,7,12, TS,15.3,-76.5,55,1004,63.594,37.625,Low
2003188N11307,2003,CLAUDETTE,2003-07-09 18:00:00,9,7,18, TS,15.8,-78.6,55,1002,63.594,44.581,Low
2003188N11307,2003,CLAUDETTE,2003-07-10 00:00:00,10,7,0, TS,16.1,-80.3,55,1002,63.594,44.581,Low
2003188N11307,2003,CLAUDETTE,2003-07-10 06:00:00,10,7,6, TS,16.6,-81.7,55,998,63.594,56.725,Low
2003188N11307,2003,CLAUDETTE,2003-07-10 12:00:00,10,7,12, TS,17.5,-82.8,70,988,78.144,73.185,Low
2003188N11307,2003,CLAUDETTE,2003-07-10 18:00:00,10,7,18, TS,18.6,-84.1,55,1003,63.594,41.251,Low
2003188N11307,2003,CLAUDETTE,2003-07-11 00:00:00,11,7,0, TS,19.7,-85.5,50,1010,57.844,5.605,Low
2003188N11307,2003,CLAUDETTE,2003-07-11 06:00:00,11,7,6, TS,20.4,-86.3,50,1009,57.844,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-11 10:00:00,11,7,10, TS,20.8,-86.9,50,1009,57.844,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-11 12:00:00,11,7,12, TS,21.1,-87.2,50,1009,57.844,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-11 18:00:00,11,7,18, TS,21.8,-88.2,45,1009,49.669,9.96,Low
2003188N11307,2003,CLAUDETTE,2003-07-12 00:00:00,12,7,0, TS,22.6,-89.2,45,1008,49.669,16.249,Low
2003188N11307,2003,CLAUDETTE,2003-07-12 06:00:00,12,7,6, TS,23.3,-90.2,45,1007,49.669,21.627,Low
2003188N11307,2003,CLAUDETTE,2003-07-12 12:00:00,12,7,12, TS,23.9,-90.7,45,1006,49.669,26.65,Low
2003188N11307,2003,CLAUDETTE,2003-07-12 18:00:00,12,7,18, TS,24.6,-90.9,45,1008,49.669,16.249,Low
2003188N11307,2003,CLAUDETTE,2003-07-13 00:00:00,13,7,0, TS,24.9,-91.5,45,1003,49.669,41.251,Low
2003188N11307,2003,CLAUDETTE,2003-07-13 06:00:00,13,7,6, TS,24.9,-91.9,45,1005,49.669,31.62,Low
2003188N11307,2003,CLAUDETTE,2003-07-13 12:00:00,13,7,12, TS,25.1,-92.1,50,999,57.844,55.048,Low
2003188N11307,2003,CLAUDETTE,2003-07-13 18:00:00,13,7,18, TS,25.3,-92.2,50,995,57.844,62.326,Low
2003188N11307,2003,CLAUDETTE,2003-07-14 00:00:00,14,7,0, TS,25.6,-92.2,55,991,63.594,69.538,Low
2003188N11307,2003,CLAUDETTE,2003-07-14 06:00:00,14,7,6, TS,26.0,-92.3,55,993,63.594,67.193,Low
2003188N11307,2003,CLAUDETTE,2003-07-14 12:00:00,14,7,12, TS,26.7,-92.6,55,991,63.594,69.538,Low
2003188N11307,2003,CLAUDETTE,2003-07-14 18:00:00,14,7,18, TS,27.3,-93.0,60,989,68.918,72.381,Low
2003188N11307,2003,CLAUDETTE,2003-07-15 00:00:00,15,7,0, TS,27.7,-93.6,60,988,68.918,73.185,Low
2003188N11307,2003,CLAUDETTE,2003-07-15 06:00:00,15,7,6, TS,27.9,-94.6,65,987,73.077,74.198,Low
2003188N11307,2003,CLAUDETTE,2003-07-15 12:00:00,15,7,12, TS,28.3,-95.5,75,982,81.284,79.91,Low
2003188N11307,2003,CLAUDETTE,2003-07-15 15:30:00,15,7,15, TS,28.3,-96.2,80,979,84.517,82.601,Medium
2003188N11307,2003,CLAUDETTE,2003-07-15 18:00:00,15,7,18, TS,28.6,-96.9,70,984,78.144,78.2,Low
2003188N11307,2003,CLAUDETTE,2003-07-16 00:00:00,16,7,0, TS,28.5,-98.2,50,995,57.844,62.326,Low
2003188N11307,2003,CLAUDETTE,2003-07-16 06:00:00,16,7,6, TS,28.5,-99.4,40,999,42.219,55.048,Low
2003188N11307,2003,CLAUDETTE,2003-07-16 12:00:00,16,7,12, TS,28.8,-100.8,35,1003,32.179,41.251,Low
2003188N11307,2003,CLAUDETTE,2003-07-16 18:00:00,16,7,18, TS,29.3,-102.6,35,1007,32.179,21.627,Low
2003188N11307,2003,CLAUDETTE,2003-07-17 00:00:00,17,7,0, TS,29.9,-104.3,30,1014,17.062,0.795,Low
2003188N11307,2003,CLAUDETTE,2003-07-17 06:00:00,17,7,6, DS,30.5,-106.0,25,1016,4.702,0.321,Low
2003188N11307,2003,CLAUDETTE,2003-07-17 12:00:00,17,7,12, DS,30.9,-107.7,25,1016,4.702,0.321,Low
2003198N31306,2003,DANNY,2003-07-16 12:00:00,16,7,12, TS,30.8,-54.1,25,1017,4.702,0.231,Low
2003198N31306,2003,DANNY,2003-07-16 18:00:00,16,7,18, TS,31.7,-54.7,30,1015,17.062,0.519,Low
2003198N31306,2003,DANNY,2003-07-17 00:00:00,17,7,0, TS,32.5,-55.2,35,1013,32.179,1.368,Low
2003198N31306,2003,DANNY,2003-07-17 06:00:00,17,7,6, TS,33.4,-55.6,45,1011,49.669,3.783,Low
2003198N31306,2003,DANNY,2003-07-17 12:00:00,17,7,12, TS,34.4,-56.4,50,1009,57.844,9.96,Low
2003198N31306,2003,DANNY,2003-07-17 18:00:00,17,7,18, TS,35.3,-56.6,55,1008,63.594,16.249,Low
2003198N31306,2003,DANNY,2003-07-18 00:00:00,18,7,0, TS,36.2,-56.4,55,1007,63.594,21.627,Low
2003198N31306,2003,DANNY,2003-07-18 06:00:00,18,7,6, TS,37.1,-56.0,55,1006,63.594,26.65,Low
2003198N31306,2003,DANNY,2003-07-18 12:00:00,18,7,12, TS,38.1,-54.9,60,1003,68.918,41.251,Low
2003198N31306,2003,DANNY,2003-07-18 18:00:00,18,7,18, TS,39.2,-53.4,65,1002,73.077,44.581,Low
2003198N31306,2003,DANNY,2003-07-19 00:00:00,19,7,0, TS,40.1,-51.7,65,1001,73.077,47.972,Low
2003198N31306,2003,DANNY,2003-07-19 06:00:00,19,7,6, TS,41.1,-50.0,65,1000,73.077,49.967,Low
2003198N31306,2003,DANNY,2003-07-19 12:00:00,19,7,12, TS,42.1,-47.8,65,1001,73.077,47.972,Low
2003198N31306,2003,DANNY,2003-07-19 18:00:00,19,7,18, TS,42.7,-45.8,60,1003,68.918,41.251,Low
2003198N31306,2003,DANNY,2003-07-20 00:00:00,20,7,0, TS,42.7,-44.0,55,1005,63.594,31.62,Low
2003198N31306,2003,DANNY,2003-07-20 06:00:00,20,7,6, TS,42.5,-42.4,45,1007,49.669,21.627,Low
2003198N31306,2003,DANNY,2003-07-20 12:00:00,20,7,12, TS,41.9,-40.7,40,1008,42.219,16.249,Low
2003198N31306,2003,DANNY,2003-07-20 18:00:00,20,7,18, TS,40.9,-39.2,30,1009,17.062,9.96,Low
2003198N31306,2003,DANNY,2003-07-21 00:00:00,21,7,0, TS,39.8,-37.9,30,1009,17.062,9.96,Low
2003198N31306,2003,DANNY,2003-07-21 06:00:00,21,7,6, DS,38.8,-36.8,30,1010,17.062,5.605,Low
2003198N31306,2003,DANNY,2003-07-21 12:00:00,21,7,12, DS,37.9,-36.3,25,1011,4.702,3.783,Low
2003198N31306,2003,DANNY,2003-07-21 18:00:00,21,7,18, DS,37.1,-35.9,25,1013,4.702,1.368,Low
2003198N31306,2003,DANNY,2003-07-22 00:00:00,22,7,0, DS,36.3,-35.8,25,1015,4.702,0.519,Low
2003198N31306,2003,DANNY,2003-07-22 06:00:00,22,7,6, DS,35.7,-36.2,25,1017,4.702,0.231,Low
2003198N31306,2003,DANNY,2003-07-22 12:00:00,22,7,12, DS,35.3,-36.7,25,1018,4.702,0.177,Low
2003198N31306,2003,DANNY,2003-07-22 18:00:00,22,7,18, DS,35.1,-37.2,25,1019,4.702,0.148,Low
2003198N31306,2003,DANNY,2003-07-23 00:00:00,23,7,0, DS,35.0,-37.8,20,1020,0.857,0.095,Low
2003198N31306,2003,DANNY,2003-07-23 06:00:00,23,7,6, DS,34.9,-38.6,20,1020,0.857,0.095,Low
2003198N31306,2003,DANNY,2003-07-23 12:00:00,23,7,12, DS,35.5,-39.0,20,1020,0.857,0.095,Low
2003198N31306,2003,DANNY,2003-07-23 18:00:00,23,7,18, DS,36.0,-40.0,20,1020,0.857,0.095,Low
2003198N31306,2003,DANNY,2003-07-24 00:00:00,24,7,0, DS,36.0,-40.5,20,1021,0.857,0.054,Low
2003198N31306,2003,DANNY,2003-07-24 06:00:00,24,7,6, DS,36.6,-40.5,20,1021,0.857,0.054,Low
2003198N31306,2003,DANNY,2003-07-24 12:00:00,24,7,12, DS,36.5,-40.0,20,1021,0.857,0.054,Low
2003198N31306,2003,DANNY,2003-07-24 18:00:00,24,7,18, DS,36.4,-39.5,20,1021,0.857,0.054,Low
2003198N31306,2003,DANNY,2003-07-25 00:00:00,25,7,0, DS,36.5,-38.9,20,1022,0.857,0.025,Low
2003198N31306,2003,DANNY,2003-07-25 06:00:00,25,7,6, DS,36.3,-39.2,20,1022,0.857,0.025,Low
2003198N31306,2003,DANNY,2003-07-25 12:00:00,25,7,12, DS,36.0,-39.0,20,1022,0.857,0.025,Low
2003198N31306,2003,DANNY,2003-07-25 18:00:00,25,7,18, DS,35.5,-39.0,20,1022,0.857,0.025,Low
2003198N31306,2003,DANNY,2003-07-26 00:00:00,26,7,0, DS,34.5,-39.5,20,1023,0.857,0.008,Low
2003198N31306,2003,DANNY,2003-07-26 06:00:00,26,7,6, DS,33.8,-40.0,20,1023,0.857,0.008,Low
2003198N31306,2003,DANNY,2003-07-26 12:00:00,26,7,12, DS,33.0,-40.5,20,1023,0.857,0.008,Low
2003198N31306,2003,DANNY,2003-07-26 18:00:00,26,7,18, DS,32.0,-41.0,20,1023,0.857,0.008,Low
2003198N31306,2003,DANNY,2003-07-27 00:00:00,27,7,0, DS,31.0,-42.0,20,1024,0.857,0.0,Low
2003198N31306,2003,DANNY,2003-07-27 06:00:00,27,7,6, DS,31.0,-43.5,20,1024,0.857,0.0,Low
2003201N12317,2003,NOT NAMED,2003-07-19 18:00:00,19,7,18, TS,12.3,-43.5,30,1010,17.062,5.605,Low
2003201N12317,2003,NOT NAMED,2003-07-20 00:00:00,20,7,0, TS,12.5,-45.2,30,1010,17.062,5.605,Low
2003201N12317,2003,NOT NAMED,2003-07-20 06:00:00,20,7,6, TS,12.7,-47.0,30,1011,17.062,3.783,Low
2003201N12317,2003,NOT NAMED,2003-07-20 12:00:00,20,7,12, TS,12.9,-48.8,30,1011,17.062,3.783,Low
2003201N12317,2003,NOT NAMED,2003-07-20 18:00:00,20,7,18, TS,13.2,-50.9,30,1012,17.062,2.126,Low
2003201N12317,2003,NOT NAMED,2003-07-21 00:00:00,21,7,0, TS,13.5,-53.0,30,1012,17.062,2.126,Low
2003201N12317,2003,NOT NAMED,2003-07-21 06:00:00,21,7,6, TS,13.8,-55.1,30,1013,17.062,1.368,Low
2003201N12317,2003,NOT NAMED,2003-07-21 12:00:00,21,7,12, TS,14.0,-57.4,30,1012,17.062,2.126,Low
2003207N29280,2003,NOT NAMED,2003-07-25 12:00:00,25,7,12, TS,29.3,-80.1,25,1017,4.702,0.231,Low
2003207N29280,2003,NOT NAMED,2003-07-25 18:00:00,25,7,18, TS,30.1,-80.5,25,1017,4.702,0.231,Low
2003207N29280,2003,NOT NAMED,2003-07-26 00:00:00,26,7,0, TS,30.7,-80.8,30,1016,17.062,0.321,Low
2003207N29280,2003,NOT NAMED,2003-07-26 06:00:00,26,7,6, TS,31.5,-81.3,25,1018,4.702,0.177,Low
2003207N29280,2003,NOT NAMED,2003-07-26 12:00:00,26,7,12, TS,32.3,-82.0,20,1022,0.857,0.025,Low
2003207N29280,2003,NOT NAMED,2003-07-26 18:00:00,26,7,18, TS,32.8,-82.6,15,1022,0.224,0.025,Low
2003207N29280,2003,NOT NAMED,2003-07-27 00:00:00,27,7,0, TS,33.0,-83.0,15,1022,0.224,0.025,Low
2003227N26277,2003,ERIKA,2003-08-14 18:00:00,14,8,18, TS,26.4,-83.3,35,1011,32.179,3.783,Low
2003227N26277,2003,ERIKA,2003-08-15 00:00:00,15,8,0, TS,26.6,-85.7,40,1008,42.219,16.249,Low
2003227N26277,2003,ERIKA,2003-08-15 06:00:00,15,8,6, TS,26.4,-88.3,40,1008,42.219,16.249,Low
2003227N26277,2003,ERIKA,2003-08-15 12:00:00,15,8,12, TS,26.1,-90.5,45,1007,49.669,21.627,Low
2003227N26277,2003,ERIKA,2003-08-15 18:00:00,15,8,18, TS,26.0,-92.5,50,1001,57.844,47.972,Low
2003227N26277,2003,ERIKA,2003-08-16 00:00:00,16,8,0, TS,25.9,-94.4,55,995,63.594,62.326,Low
2003227N26277,2003,ERIKA,2003-08-16 06:00:00,16,8,6, TS,25.6,-96.2,60,988,68.918,73.185,Low
2003227N26277,2003,ERIKA,2003-08-16 10:30:00,16,8,10, TS,25.3,-97.4,65,986,73.077,76.341,Low
2003227N26277,2003,ERIKA,2003-08-16 12:00:00,16,8,12, TS,25.2,-97.6,65,988,73.077,73.185,Low
2003227N26277,2003,ERIKA,2003-08-16 18:00:00,16,8,18, TS,24.8,-98.9,35,1003,32.179,41.251,Low
2003227N26277,2003,ERIKA,2003-08-17 00:00:00,17,8,0, TS,24.7,-100.3,25,1008,4.702,16.249,Low
2003234N15295,2003,NOT NAMED,2003-08-21 18:00:00,21,8,18, TS,14.5,-65.5,30,1009,17.062,9.96,Low
2003234N15295,2003,NOT NAMED,2003-08-22 00:00:00,22,8,0, TS,15.2,-66.5,30,1007,17.062,21.627,Low
2003234N15295,2003,NOT NAMED,2003-08-22 06:00:00,22,8,6, TS,15.7,-67.5,30,1008,17.062,16.249,Low
2003234N15295,2003,NOT NAMED,2003-08-22 12:00:00,22,8,12, TS,16.2,-68.2,30,1008,17.062,16.249,Low
2003240N15329,2003,FABIAN,2003-08-27 18:00:00,27,8,18, TS,14.6,-30.7,25,1009,4.702,9.96,Low
2003240N15329,2003,FABIAN,2003-08-28 00:00:00,28,8,0, TS,14.7,-32.3,30,1008,17.062,16.249,Low
2003240N15329,2003,FABIAN,2003-08-28 06:00:00,28,8,6, TS,14.9,-34.2,30,1008,17.062,16.249,Low
2003240N15329,2003,FABIAN,2003-08-28 12:00:00,28,8,12, TS,15.0,-36.2,35,1006,32.179,26.65,Low
2003240N15329,2003,FABIAN,2003-08-28 18:00:00,28,8,18, TS,15.1,-38.2,40,1004,42.219,37.625,Low
2003240N15329,2003,FABIAN,2003-08-29 00:00:00,29,8,0, TS,15.2,-40.1,45,1000,49.669,49.967,Low
2003240N15329,2003,FABIAN,2003-08-29 06:00:00,29,8,6, TS,15.4,-41.8,50,997,57.844,58.621,Low
2003240N15329,2003,FABIAN,2003-08-29 12:00:00,29,8,12, TS,15.5,-43.1,50,997,57.844,58.621,Low
2003240N15329,2003,FABIAN,2003-08-29 18:00:00,29,8,18, TS,15.8,-44.3,60,990,68.918,70.391,Low
2003240N15329,2003,FABIAN,2003-08-30 00:00:00,30,8,0, TS,16.3,-45.6,65,987,73.077,74.198,Low
2003240N15329,2003,FABIAN,2003-08-30 06:00:00,30,8,6, TS,16.7,-46.9,70,984,78.144,78.2,Low
2003240N15329,2003,FABIAN,2003-08-30 12:00:00,30,8,12, TS,17.0,-48.0,85,973,86.817,86.574,Medium
2003240N15329,2003,FABIAN,2003-08-30 18:00:00,30,8,18, TS,17.3,-49.2,100,960,92.583,92.492,Medium
