Location,Latitude,Longitude,Multi-Story?,Total Insured Value,Premium,Losses - Non Catastrophe,PolicyYear,At Risk?,Risk Category,Region,Year Hurricane Encounters,PolicyResultLookup,LocationLookup
30,16.3,-76.8,No,"131,959",773,0,1985, At Risk ,Medium Risk,South,0,1985 - 30,16.3-76.8
30,16.3,-76.8,No,"134,176",789,0,1986, At Risk ,Medium Risk,South,0,1986 - 30,16.3-76.8
30,16.3,-76.8,No,"137,047",804,0,1987, At Risk ,Medium Risk,South,1,1987 - 30,16.3-76.8
30,16.3,-76.8,No,"139,226",821,0,1988, At Risk ,Medium Risk,South,0,1988 - 30,16.3-76.8
30,16.3,-76.8,No,"141,370",837,0,1989, At Risk ,Medium Risk,South,0,1989 - 30,16.3-76.8
30,16.3,-76.8,No,"144,438",854,0,1990, At Risk ,Medium Risk,South,0,1990 - 30,16.3-76.8
30,16.3,-76.8,No,"146,836",871,0,1991, At Risk ,Medium Risk,South,0,1991 - 30,16.3-76.8
30,16.3,-76.8,No,"149,376",888,0,1992, At Risk ,Medium Risk,South,0,1992 - 30,16.3-76.8
30,16.3,-76.8,No,"151,960",906,0,1993, At Risk ,Medium Risk,South,0,1993 - 30,16.3-76.8
30,16.3,-76.8,No,"155,577",924,0,1994, At Risk ,Medium Risk,South,0,1994 - 30,16.3-76.8
30,16.3,-76.8,No,"158,066",943,"6,409",1995, At Risk ,Medium Risk,South,0,1995 - 30,16.3-76.8
30,16.3,-76.8,No,"161,291",961,0,1996, At Risk ,Medium Risk,South,1,1996 - 30,16.3-76.8
30,16.3,-76.8,No,"164,339",981,0,1997, At Risk ,Medium Risk,South,0,1997 - 30,16.3-76.8
30,16.3,-76.8,No,"167,116","1,000",0,1998, At Risk ,Medium Risk,South,0,1998 - 30,16.3-76.8
30,16.3,-76.8,No,"169,957","1,020",0,1999, At Risk ,Medium Risk,South,1,1999 - 30,16.3-76.8
30,16.3,-76.8,No,"172,711","1,041",0,2000, At Risk ,Medium Risk,South,0,2000 - 30,16.3-76.8
30,16.3,-76.8,No,"175,681","1,061",0,2001, At Risk ,Medium Risk,South,0,2001 - 30,16.3-76.8
30,16.3,-76.8,No,"178,545","1,083",0,2002, At Risk ,Medium Risk,South,1,2002 - 30,16.3-76.8
30,16.3,-76.8,No,"182,830","1,104",0,2003, At Risk ,Medium Risk,South,0,2003 - 30,16.3-76.8
30,16.3,-76.8,No,"185,847","1,126",0,2004, At Risk ,Medium Risk,South,1,2004 - 30,16.3-76.8
30,16.3,-76.8,No,"188,950","1,149",0,2005, At Risk ,Medium Risk,South,1,2005 - 30,16.3-76.8
30,16.3,-76.8,No,"192,597","1,172",0,2006, At Risk ,Medium Risk,South,0,2006 - 30,16.3-76.8
30,16.3,-76.8,No,"196,988","1,195",0,2007, At Risk ,Medium Risk,South,1,2007 - 30,16.3-76.8
30,16.3,-76.8,No,"200,219","1,219",0,2008, At Risk ,Medium Risk,South,0,2008 - 30,16.3-76.8
30,16.3,-76.8,No,"197,444","1,244",0,2009, At Risk ,Medium Risk,South,0,2009 - 30,16.3-76.8
30,16.3,-76.8,No,"168,324","1,269",0,2010, At Risk ,Medium Risk,South,1,2010 - 30,16.3-76.8
30,16.3,-76.8,No,"190,993","1,294",0,2011, At Risk ,Medium Risk,South,0,2011 - 30,16.3-76.8
30,16.3,-76.8,No,"214,741","1,320",0,2012, At Risk ,Medium Risk,South,0,2012 - 30,16.3-76.8
30,16.3,-76.8,No,"219,264","1,346",0,2013, At Risk ,Medium Risk,South,0,2013 - 30,16.3-76.8
30,16.3,-76.8,No,"222,619","1,373",0,2014, At Risk ,Medium Risk,South,0,2014 - 30,16.3-76.8
30,16.3,-76.8,No,"227,828","1,401","12,549",2015, At Risk ,Medium Risk,South,0,2015 - 30,16.3-76.8
30,16.3,-76.8,No,"232,271","1,429",0,2016, At Risk ,Medium Risk,South,0,2016 - 30,16.3-76.8
31,10.3,-27.4,Yes,"1,093,761","9,455",0,1980, At Risk ,Medium Risk,South,0,1980 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,111,589","9,644",0,1981, At Risk ,Medium Risk,South,1,1981 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,136,044","9,836",0,1982, At Risk ,Medium Risk,South,0,1982 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,162,059","10,033",0,1983, At Risk ,Medium Risk,South,0,1983 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,186,114","10,234",0,1984, At Risk ,Medium Risk,South,0,1984 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,206,871","10,439",0,1985, At Risk ,Medium Risk,South,0,1985 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,226,181","10,647",0,1986, At Risk ,Medium Risk,South,0,1986 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,254,874","10,860",0,1987, At Risk ,Medium Risk,South,0,1987 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,274,324","11,077","117,473",1988, At Risk ,Medium Risk,South,0,1988 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,305,927","11,299",0,1989, At Risk ,Medium Risk,South,0,1989 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,333,221","11,525",0,1990, At Risk ,Medium Risk,South,0,1990 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,357,752","11,756",0,1991, At Risk ,Medium Risk,South,1,1991 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,382,464","11,991",0,1992, At Risk ,Medium Risk,South,0,1992 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,408,177","12,230",0,1993, At Risk ,Medium Risk,South,0,1993 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,441,833","12,475",0,1994, At Risk ,Medium Risk,South,0,1994 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,471,246","12,725",0,1995, At Risk ,Medium Risk,South,0,1995 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,497,140","12,979",0,1996, At Risk ,Medium Risk,South,1,1996 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,534,269","13,239",0,1997, At Risk ,Medium Risk,South,0,1997 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,561,119","13,503",0,1998, At Risk ,Medium Risk,South,1,1998 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,600,147","13,773",0,1999, At Risk ,Medium Risk,South,0,1999 - 31,10.3-27.4
31,10.3,-27.4,Yes,"1,638,070","14,049",0,2000, At Risk ,Medium Risk,South,1,2000 - 31,10.3-27.4
32,40,-67.3,No,"140,220",502,0,1980, At Risk ,Medium Risk,Northeast,0,1980 - 32,40-67.3
32,40,-67.3,No,"143,333",512,0,1981, At Risk ,Medium Risk,Northeast,0,1981 - 32,40-67.3
32,40,-67.3,No,"145,941",522,0,1982, At Risk ,Medium Risk,Northeast,0,1982 - 32,40-67.3
32,40,-67.3,No,"149,079",533,0,1983, At Risk ,Medium Risk,Northeast,0,1983 - 32,40-67.3
32,40,-67.3,No,"151,405",543,0,1984, At Risk ,Medium Risk,Northeast,0,1984 - 32,40-67.3
32,40,-67.3,No,"153,963",554,0,1985, At Risk ,Medium Risk,Northeast,0,1985 - 32,40-67.3
32,40,-67.3,No,"156,781",565,0,1986, At Risk ,Medium Risk,Northeast,1,1986 - 32,40-67.3
32,40,-67.3,No,"159,525",576,0,1987, At Risk ,Medium Risk,Northeast,0,1987 - 32,40-67.3
32,40,-67.3,No,"162,699",588,0,1988, At Risk ,Medium Risk,Northeast,0,1988 - 32,40-67.3
32,40,-67.3,No,"165,286",600,0,1989, At Risk ,Medium Risk,Northeast,0,1989 - 32,40-67.3
32,40,-67.3,No,"169,319",612,0,1990, At Risk ,Medium Risk,Northeast,1,1990 - 32,40-67.3
32,40,-67.3,No,"172,282",624,0,1991, At Risk ,Medium Risk,Northeast,0,1991 - 32,40-67.3
32,40,-67.3,No,"175,487",636,0,1992, At Risk ,Medium Risk,Northeast,0,1992 - 32,40-67.3
32,40,-67.3,No,"178,786",649,0,1993, At Risk ,Medium Risk,Northeast,0,1993 - 32,40-67.3
32,40,-67.3,No,"181,646",662,0,1994, At Risk ,Medium Risk,Northeast,0,1994 - 32,40-67.3
32,40,-67.3,No,"184,643",675,0,1995, At Risk ,Medium Risk,Northeast,0,1995 - 32,40-67.3
32,40,-67.3,No,"188,004",689,0,1996, At Risk ,Medium Risk,Northeast,0,1996 - 32,40-67.3
32,40,-67.3,No,"190,956",703,"4,786",1997, At Risk ,Medium Risk,Northeast,1,1997 - 32,40-67.3
33,18.4,-75.6,No,"247,671",887,0,1980, At Risk ,Medium Risk,South,1,1980 - 33,18.4-75.6
33,18.4,-75.6,No,"253,664",904,0,1981, At Risk ,Medium Risk,South,0,1981 - 33,18.4-75.6
33,18.4,-75.6,No,"259,093",922,0,1982, At Risk ,Medium Risk,South,0,1982 - 33,18.4-75.6
33,18.4,-75.6,No,"264,793",941,0,1983, At Risk ,Medium Risk,South,0,1983 - 33,18.4-75.6
33,18.4,-75.6,No,"270,274",960,0,1984, At Risk ,Medium Risk,South,0,1984 - 33,18.4-75.6
33,18.4,-75.6,No,"276,193",979,0,1985, At Risk ,Medium Risk,South,0,1985 - 33,18.4-75.6
33,18.4,-75.6,No,"281,938",998,"16,309",1986, At Risk ,Medium Risk,South,0,1986 - 33,18.4-75.6
33,18.4,-75.6,No,"286,364","1,018",0,1987, At Risk ,Medium Risk,South,0,1987 - 33,18.4-75.6
33,18.4,-75.6,No,"292,550","1,039",0,1988, At Risk ,Medium Risk,South,1,1988 - 33,18.4-75.6
33,18.4,-75.6,No,"299,074","1,060",0,1989, At Risk ,Medium Risk,South,0,1989 - 33,18.4-75.6
34,24.4,-42.9,Yes,"461,358","2,141",0,1980, At Risk ,Low Risk,South,0,1980 - 34,24.4-42.9
34,24.4,-42.9,Yes,"469,339","2,184",0,1981, At Risk ,Low Risk,South,0,1981 - 34,24.4-42.9
34,24.4,-42.9,Yes,"477,647","2,227",0,1982, At Risk ,Low Risk,South,0,1982 - 34,24.4-42.9
34,24.4,-42.9,Yes,"487,582","2,272",0,1983, At Risk ,Low Risk,South,0,1983 - 34,24.4-42.9
34,24.4,-42.9,Yes,"499,527","2,317",0,1984, At Risk ,Low Risk,South,0,1984 - 34,24.4-42.9
34,24.4,-42.9,Yes,"510,917","2,364",0,1985, At Risk ,Low Risk,South,0,1985 - 34,24.4-42.9
34,24.4,-42.9,Yes,"522,412","2,411",0,1986, At Risk ,Low Risk,South,0,1986 - 34,24.4-42.9
34,24.4,-42.9,Yes,"533,383","2,459",0,1987, At Risk ,Low Risk,South,0,1987 - 34,24.4-42.9
34,24.4,-42.9,Yes,"541,650","2,508",0,1988, At Risk ,Low Risk,South,0,1988 - 34,24.4-42.9
34,24.4,-42.9,Yes,"550,642","2,558",0,1989, At Risk ,Low Risk,South,1,1989 - 34,24.4-42.9
34,24.4,-42.9,Yes,"560,333","2,610",0,1990, At Risk ,Low Risk,South,0,1990 - 34,24.4-42.9
34,24.4,-42.9,Yes,"574,117","2,662",0,1991, At Risk ,Low Risk,South,0,1991 - 34,24.4-42.9
34,24.4,-42.9,Yes,"582,729","2,715",0,1992, At Risk ,Low Risk,South,0,1992 - 34,24.4-42.9
34,24.4,-42.9,Yes,"595,549","2,769",0,1993, At Risk ,Low Risk,South,0,1993 - 34,24.4-42.9
34,24.4,-42.9,Yes,"609,902","2,825",0,1994, At Risk ,Low Risk,South,0,1994 - 34,24.4-42.9
34,24.4,-42.9,Yes,"624,783","2,881",0,1995, At Risk ,Low Risk,South,0,1995 - 34,24.4-42.9
34,24.4,-42.9,Yes,"635,342","2,939",0,1996, At Risk ,Low Risk,South,0,1996 - 34,24.4-42.9
34,24.4,-42.9,Yes,"645,063","2,998",0,1997, At Risk ,Low Risk,South,0,1997 - 34,24.4-42.9
35,12.1,-46.4,No,"168,737","1,497",0,1980, At Risk ,Medium Risk,South,1,1980 - 35,12.1-46.4
35,12.1,-46.4,No,"172,230","1,527","8,199",1981, At Risk ,Medium Risk,South,0,1981 - 35,12.1-46.4
35,12.1,-46.4,No,"175,037","1,557",0,1982, At Risk ,Medium Risk,South,0,1982 - 35,12.1-46.4
35,12.1,-46.4,No,"179,011","1,588",0,1983, At Risk ,Medium Risk,South,1,1983 - 35,12.1-46.4
35,12.1,-46.4,No,"182,197","1,620",0,1984, At Risk ,Medium Risk,South,0,1984 - 35,12.1-46.4
35,12.1,-46.4,No,"186,588","1,653",0,1985, At Risk ,Medium Risk,South,0,1985 - 35,12.1-46.4
35,12.1,-46.4,No,"190,917","1,686",0,1986, At Risk ,Medium Risk,South,0,1986 - 35,12.1-46.4
36,19,-100.1,Yes,"381,525","3,488",0,1994, At Risk ,Low Risk,South,0,1994 - 36,19-100.1
36,19,-100.1,Yes,"388,927","3,558",0,1995, At Risk ,Low Risk,South,0,1995 - 36,19-100.1
36,19,-100.1,Yes,"397,872","3,629",0,1996, At Risk ,Low Risk,South,0,1996 - 36,19-100.1
36,19,-100.1,Yes,"405,790","3,702",0,1997, At Risk ,Low Risk,South,0,1997 - 36,19-100.1
36,19,-100.1,Yes,"414,555","3,776",0,1998, At Risk ,Low Risk,South,0,1998 - 36,19-100.1
36,19,-100.1,Yes,"424,629","3,851",0,1999, At Risk ,Low Risk,South,0,1999 - 36,19-100.1
36,19,-100.1,Yes,"432,654","3,928",0,2000, At Risk ,Low Risk,South,0,2000 - 36,19-100.1
36,19,-100.1,Yes,"440,485","4,007",0,2001, At Risk ,Low Risk,South,0,2001 - 36,19-100.1
36,19,-100.1,Yes,"447,885","4,087",0,2002, At Risk ,Low Risk,South,0,2002 - 36,19-100.1
36,19,-100.1,Yes,"454,604","4,169",0,2003, At Risk ,Low Risk,South,0,2003 - 36,19-100.1
36,19,-100.1,Yes,"462,877","4,252",0,2004, At Risk ,Low Risk,South,0,2004 - 36,19-100.1
36,19,-100.1,Yes,"472,552","4,337",0,2005, At Risk ,Low Risk,South,0,2005 - 36,19-100.1
37,19,-100.1,Yes,"498,432","4,603",0,2008, At Risk ,Low Risk,South,0,2008 - 37,19-100.1
37,19,-100.1,Yes,"402,846","4,695",0,2009, At Risk ,Low Risk,South,0,2009 - 37,19-100.1
37,19,-100.1,Yes,"430,827","4,789",0,2010, At Risk ,Low Risk,South,0,2010 - 37,19-100.1
37,19,-100.1,Yes,"479,362","4,884",0,2011, At Risk ,Low Risk,South,0,2011 - 37,19-100.1
37,19,-100.1,Yes,"510,836","4,982",0,2012, At Risk ,Low Risk,South,0,2012 - 37,19-100.1
37,19,-100.1,Yes,"549,387","5,082",0,2013, At Risk ,Low Risk,South,0,2013 - 37,19-100.1
37,19,-100.1,Yes,"558,397","5,183",0,2014, At Risk ,Low Risk,South,0,2014 - 37,19-100.1
37,19,-100.1,Yes,"568,615","5,287",0,2015, At Risk ,Low Risk,South,0,2015 - 37,19-100.1
37,19,-100.1,Yes,"579,021","5,393","50,262",2016, At Risk ,Low Risk,South,0,2016 - 37,19-100.1
38,7.2,-74.4,Yes,"311,379","2,355","24,000",1989, Not At Risk ,Low Risk,South,0,1989 - 38,7.2-74.4
38,7.2,-74.4,Yes,"317,825","2,402",0,1990, Not At Risk ,Low Risk,South,0,1990 - 38,7.2-74.4
38,7.2,-74.4,Yes,"325,135","2,450","10,000",1991, Not At Risk ,Low Risk,South,0,1991 - 38,7.2-74.4
38,7.2,-74.4,Yes,"330,987","2,499",0,1992, Not At Risk ,Low Risk,South,0,1992 - 38,7.2-74.4
38,7.2,-74.4,Yes,"338,501","2,549",0,1993, Not At Risk ,Low Risk,South,0,1993 - 38,7.2-74.4
38,7.2,-74.4,Yes,"346,625","2,600",0,1994, Not At Risk ,Low Risk,South,0,1994 - 38,7.2-74.4
38,7.2,-74.4,Yes,"353,280","2,652",0,1995, Not At Risk ,Low Risk,South,0,1995 - 38,7.2-74.4
38,7.2,-74.4,Yes,"359,709","2,705",0,1996, Not At Risk ,Low Risk,South,0,1996 - 38,7.2-74.4
38,7.2,-74.4,Yes,"367,767","2,759",0,1997, Not At Risk ,Low Risk,South,0,1997 - 38,7.2-74.4
38,7.2,-74.4,Yes,"373,762","2,814",0,1998, Not At Risk ,Low Risk,South,0,1998 - 38,7.2-74.4
39,7.2,-74.4,Yes,"382,694","2,870","12,000",1999, Not At Risk ,Low Risk,South,0,1999 - 39,7.2-74.4
39,7.2,-74.4,Yes,"389,277","2,928",0,2000, Not At Risk ,Low Risk,South,0,2000 - 39,7.2-74.4
39,7.2,-74.4,Yes,"396,907","2,986",0,2001, Not At Risk ,Low Risk,South,0,2001 - 39,7.2-74.4
39,7.2,-74.4,Yes,"403,416","3,046",0,2002, Not At Risk ,Low Risk,South,0,2002 - 39,7.2-74.4
39,7.2,-74.4,Yes,"412,735","3,107",0,2003, Not At Risk ,Low Risk,South,0,2003 - 39,7.2-74.4
39,7.2,-74.4,Yes,"419,173","3,169",0,2004, Not At Risk ,Low Risk,South,0,2004 - 39,7.2-74.4
39,7.2,-74.4,Yes,"425,671","3,232",0,2005, Not At Risk ,Low Risk,South,0,2005 - 39,7.2-74.4
39,7.2,-74.4,Yes,"436,185","3,297",0,2006, Not At Risk ,Low Risk,South,0,2006 - 39,7.2-74.4
39,7.2,-74.4,Yes,"443,949","3,363",0,2007, Not At Risk ,Low Risk,South,0,2007 - 39,7.2-74.4
39,7.2,-74.4,Yes,"452,561","3,430",0,2008, Not At Risk ,Low Risk,South,0,2008 - 39,7.2-74.4
39,7.2,-74.4,Yes,"359,273","3,499",0,2009, Not At Risk ,Low Risk,South,0,2009 - 39,7.2-74.4
39,7.2,-74.4,Yes,"386,024","3,569",0,2010, Not At Risk ,Low Risk,South,0,2010 - 39,7.2-74.4
39,7.2,-74.4,Yes,"425,302","3,640",0,2011, Not At Risk ,Low Risk,South,0,2011 - 39,7.2-74.4
39,7.2,-74.4,Yes,"462,418","3,713",0,2012, Not At Risk ,Low Risk,South,0,2012 - 39,7.2-74.4
39,7.2,-74.4,Yes,"498,143","3,787",0,2013, Not At Risk ,Low Risk,South,0,2013 - 39,7.2-74.4
39,7.2,-74.4,Yes,"508,703","3,863",0,2014, Not At Risk ,Low Risk,South,0,2014 - 39,7.2-74.4
39,7.2,-74.4,Yes,"520,759","3,940",0,2015, Not At Risk ,Low Risk,South,0,2015 - 39,7.2-74.4
39,7.2,-74.4,Yes,"529,352","4,019",0,2016, Not At Risk ,Low Risk,South,0,2016 - 39,7.2-74.4
40,15.4,-28.8,Yes,"511,887","2,934",0,2003, At Risk ,Medium Risk,South,0,2003 - 40,15.4-28.8
40,15.4,-28.8,Yes,"520,538","2,993",0,2004, At Risk ,Medium Risk,South,0,2004 - 40,15.4-28.8
40,15.4,-28.8,Yes,"530,376","3,053",0,2005, At Risk ,Medium Risk,South,0,2005 - 40,15.4-28.8
40,15.4,-28.8,Yes,"541,355","3,114",0,2006, At Risk ,Medium Risk,South,1,2006 - 40,15.4-28.8
40,15.4,-28.8,Yes,"549,908","3,176",0,2007, At Risk ,Medium Risk,South,1,2007 - 40,15.4-28.8
40,15.4,-28.8,Yes,"561,236","3,240",0,2008, At Risk ,Medium Risk,South,1,2008 - 40,15.4-28.8
40,15.4,-28.8,Yes,"501,873","3,304",0,2009, At Risk ,Medium Risk,South,1,2009 - 40,15.4-28.8
40,15.4,-28.8,Yes,"531,092","3,370",0,2010, At Risk ,Medium Risk,South,1,2010 - 40,15.4-28.8
40,15.4,-28.8,Yes,"564,039","3,438",0,2011, At Risk ,Medium Risk,South,0,2011 - 40,15.4-28.8
40,15.4,-28.8,Yes,"597,203","3,507",0,2012, At Risk ,Medium Risk,South,0,2012 - 40,15.4-28.8
40,15.4,-28.8,Yes,"626,788","3,577","96,103",2013, At Risk ,Medium Risk,South,0,2013 - 40,15.4-28.8
41,15.4,-28.8,Yes,"665,338","3,796",0,2016, At Risk ,Medium Risk,South,0,2016 - 41,15.4-28.8
42,26.5,-46,Yes,"1,071,865","11,617",0,1986, At Risk ,Medium Risk,South,0,1986 - 42,26.5-46
42,26.5,-46,Yes,"1,092,766","11,850",0,1987, At Risk ,Medium Risk,South,0,1987 - 42,26.5-46
42,26.5,-46,Yes,"1,110,687","12,087",0,1988, At Risk ,Medium Risk,South,0,1988 - 42,26.5-46
42,26.5,-46,Yes,"1,133,234","12,328",0,1989, At Risk ,Medium Risk,South,0,1989 - 42,26.5-46
42,26.5,-46,Yes,"1,151,933","12,575",0,1990, At Risk ,Medium Risk,South,1,1990 - 42,26.5-46
42,26.5,-46,Yes,"1,177,045","12,826",0,1991, At Risk ,Medium Risk,South,0,1991 - 42,26.5-46
42,26.5,-46,Yes,"1,200,468","13,083",0,1992, At Risk ,Medium Risk,South,0,1992 - 42,26.5-46
42,26.5,-46,Yes,"1,220,036","13,345",0,1993, At Risk ,Medium Risk,South,0,1993 - 42,26.5-46
42,26.5,-46,Yes,"1,243,216","13,611",0,1994, At Risk ,Medium Risk,South,0,1994 - 42,26.5-46
42,26.5,-46,Yes,"1,273,054","13,884",0,1995, At Risk ,Medium Risk,South,0,1995 - 42,26.5-46
42,26.5,-46,Yes,"1,303,480","14,161",0,1996, At Risk ,Medium Risk,South,0,1996 - 42,26.5-46
42,26.5,-46,Yes,"1,332,547","14,445",0,1997, At Risk ,Medium Risk,South,0,1997 - 42,26.5-46
43,26.5,-46,Yes,"1,422,576","15,329",0,2000, At Risk ,Medium Risk,South,0,2000 - 43,26.5-46
43,26.5,-46,Yes,"1,453,731","15,635",0,2001, At Risk ,Medium Risk,South,0,2001 - 43,26.5-46
43,26.5,-46,Yes,"1,477,136","15,948",0,2002, At Risk ,Medium Risk,South,0,2002 - 43,26.5-46
43,26.5,-46,Yes,"1,500,770","16,267",0,2003, At Risk ,Medium Risk,South,0,2003 - 43,26.5-46
43,26.5,-46,Yes,"1,531,236","16,592",0,2004, At Risk ,Medium Risk,South,1,2004 - 43,26.5-46
43,26.5,-46,Yes,"1,556,807","16,924",0,2005, At Risk ,Medium Risk,South,1,2005 - 43,26.5-46
43,26.5,-46,Yes,"1,581,561","17,263",0,2006, At Risk ,Medium Risk,South,1,2006 - 43,26.5-46
44,26.5,-46,Yes,"1,648,680","17,960",0,2008, At Risk ,Medium Risk,South,0,2008 - 44,26.5-46
44,26.5,-46,Yes,"1,430,293","18,319",0,2009, At Risk ,Medium Risk,South,0,2009 - 44,26.5-46
44,26.5,-46,Yes,"1,510,294","18,686","83,620",2010, At Risk ,Medium Risk,South,0,2010 - 44,26.5-46
44,26.5,-46,Yes,"1,590,293","19,059",0,2011, At Risk ,Medium Risk,South,0,2011 - 44,26.5-46
44,26.5,-46,Yes,"1,663,094","19,440","101,384",2012, At Risk ,Medium Risk,South,0,2012 - 44,26.5-46
44,26.5,-46,Yes,"1,817,709","19,829",0,2013, At Risk ,Medium Risk,South,0,2013 - 44,26.5-46
44,26.5,-46,Yes,"1,847,156","20,226","145,019",2014, At Risk ,Medium Risk,South,0,2014 - 44,26.5-46
44,26.5,-46,Yes,"1,886,685","20,630",0,2015, At Risk ,Medium Risk,South,0,2015 - 44,26.5-46
44,26.5,-46,Yes,"1,929,890","21,043",0,2016, At Risk ,Medium Risk,South,0,2016 - 44,26.5-46
45,28,-52,Yes,"890,283","7,171",0,2011, At Risk ,Low Risk,South,0,2011 - 45,28-52
45,28,-52,Yes,"920,473","7,315",0,2012, At Risk ,Low Risk,South,0,2012 - 45,28-52
45,28,-52,Yes,"992,106","7,461",0,2013, At Risk ,Low Risk,South,0,2013 - 45,28-52
45,28,-52,Yes,"1,008,178","7,610",0,2014, At Risk ,Low Risk,South,0,2014 - 45,28-52
45,28,-52,Yes,"1,025,317","7,762",0,2015, At Risk ,Low Risk,South,0,2015 - 45,28-52
45,28,-52,Yes,"1,049,412","7,918",0,2016, At Risk ,Low Risk,South,0,2016 - 45,28-52
46,25.6,-56.5,Yes,"1,130,935","3,593",0,1989, At Risk ,Medium Risk,South,0,1989 - 46,25.6-56.5
46,25.6,-56.5,Yes,"1,156,042","3,665",0,1990, At Risk ,Medium Risk,South,0,1990 - 46,25.6-56.5
46,25.6,-56.5,Yes,"1,181,244","3,738",0,1991, At Risk ,Medium Risk,South,1,1991 - 46,25.6-56.5
46,25.6,-56.5,Yes,"1,203,805","3,813",0,1992, At Risk ,Medium Risk,South,0,1992 - 46,25.6-56.5
47,25.6,-56.5,Yes,"1,371,826","4,294",0,1998, At Risk ,Medium Risk,South,0,1998 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,405,436","4,380",0,1999, At Risk ,Medium Risk,South,0,1999 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,435,231","4,467","41,047",2000, At Risk ,Medium Risk,South,0,2000 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,462,500","4,557","29,801",2001, At Risk ,Medium Risk,South,0,2001 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,491,458","4,648",0,2002, At Risk ,Medium Risk,South,0,2002 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,515,023","4,741",0,2003, At Risk ,Medium Risk,South,1,2003 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,551,232","4,836","33,898",2004, At Risk ,Medium Risk,South,0,2004 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,580,240","4,932",0,2005, At Risk ,Medium Risk,South,1,2005 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,618,482","5,031","37,884",2006, At Risk ,Medium Risk,South,1,2006 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,649,233","5,132",0,2007, At Risk ,Medium Risk,South,0,2007 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,687,165","5,234",0,2008, At Risk ,Medium Risk,South,1,2008 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,458,493","5,339",0,2009, At Risk ,Medium Risk,South,0,2009 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,538,293","5,446",0,2010, At Risk ,Medium Risk,South,1,2010 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,640,293","5,555",0,2011, At Risk ,Medium Risk,South,0,2011 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,769,303","5,666",0,2012, At Risk ,Medium Risk,South,0,2012 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,843,842","5,779",0,2013, At Risk ,Medium Risk,South,0,2013 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,883,116","5,895",0,2014, At Risk ,Medium Risk,South,0,2014 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,928,499","6,013",0,2015, At Risk ,Medium Risk,South,0,2015 - 47,25.6-56.5
47,25.6,-56.5,Yes,"1,974,204","6,133",0,2016, At Risk ,Medium Risk,South,0,2016 - 47,25.6-56.5
48,28.3,-38.5,Yes,"296,339","1,606",0,1988, At Risk ,Low Risk,South,0,1988 - 48,28.3-38.5
48,28.3,-38.5,Yes,"301,318","1,638",0,1989, At Risk ,Low Risk,South,0,1989 - 48,28.3-38.5
48,28.3,-38.5,Yes,"307,133","1,671",0,1990, At Risk ,Low Risk,South,0,1990 - 48,28.3-38.5
48,28.3,-38.5,Yes,"312,661","1,704",0,1991, At Risk ,Low Risk,South,0,1991 - 48,28.3-38.5
48,28.3,-38.5,Yes,"319,321","1,738",0,1992, At Risk ,Low Risk,South,0,1992 - 48,28.3-38.5
48,28.3,-38.5,Yes,"325,452","1,773",0,1993, At Risk ,Low Risk,South,0,1993 - 48,28.3-38.5
48,28.3,-38.5,Yes,"332,970","1,808",0,1994, At Risk ,Low Risk,South,0,1994 - 48,28.3-38.5
48,28.3,-38.5,Yes,"339,563","1,844",0,1995, At Risk ,Low Risk,South,0,1995 - 48,28.3-38.5
